Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 20 HeLa cells	Peptides Blank	Peptides Single cell 1	Peptides Single cell 2	Peptides Single cell 4	Peptides 100 HeLa cells	Peptides Single cell 3	Razor + unique peptides 20 HeLa cells	Razor + unique peptides Blank	Razor + unique peptides Single cell 1	Razor + unique peptides Single cell 2	Razor + unique peptides Single cell 4	Razor + unique peptides 100 HeLa cells	Razor + unique peptides Single cell 3	Unique peptides 20 HeLa cells	Unique peptides Blank	Unique peptides Single cell 1	Unique peptides Single cell 2	Unique peptides Single cell 4	Unique peptides 100 HeLa cells	Unique peptides Single cell 3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 20 HeLa cells	Identification type Blank	Identification type Single cell 1	Identification type Single cell 2	Identification type Single cell 4	Identification type 100 HeLa cells	Identification type Single cell 3	Sequence coverage 20 HeLa cells [%]	Sequence coverage Blank [%]	Sequence coverage Single cell 1 [%]	Sequence coverage Single cell 2 [%]	Sequence coverage Single cell 4 [%]	Sequence coverage 100 HeLa cells [%]	Sequence coverage Single cell 3 [%]	Intensity	Intensity 20 HeLa cells	Intensity Blank	Intensity Single cell 1	Intensity Single cell 2	Intensity Single cell 4	Intensity 100 HeLa cells	Intensity Single cell 3	iBAQ	iBAQ 20 HeLa cells	iBAQ Blank	iBAQ Single cell 1	iBAQ Single cell 2	iBAQ Single cell 4	iBAQ 100 HeLa cells	iBAQ Single cell 3	LFQ intensity 20 HeLa cells	LFQ intensity Blank	LFQ intensity Single cell 1	LFQ intensity Single cell 2	LFQ intensity Single cell 4	LFQ intensity 100 HeLa cells	LFQ intensity Single cell 3	MS/MS count 20 HeLa cells	MS/MS count Blank	MS/MS count Single cell 1	MS/MS count Single cell 2	MS/MS count Single cell 4	MS/MS count 100 HeLa cells	MS/MS count Single cell 3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P52788	P52788	9	9	9	Spermine synthase	SMS	sp|P52788|SPSY_HUMAN Spermine synthase OS=Homo sapiens OX=9606 GN=SMS PE=1 SV=2	1	9	9	9	7	0	1	0	4	7	2	7	0	1	0	4	7	2	7	0	1	0	4	7	2	24.3	24.3	24.3	41.268	366	366	0	21.45	By MS/MS		By matching		By MS/MS	By MS/MS	By matching	19.7	0	2.5	0	10.7	16.4	5.2	14927000	3766600	0	29499	0	397400	10514000	218560	648980	163770	0	1282.5	0	17278	457150	9502.5	2547900	0	0	0	2426500	1233100	1873200	7	0	0	0	3	7	0	17				811	1929;2161;2464;4357;7314;7656;8991;10166;12563	True;True;True;True;True;True;True;True;True	1982;2217;2527;4468;4469;7499;7867;9229;10436;12889	6403;7152;7153;7154;8151;14100;14101;14102;23649;23650;23651;23652;23653;24442;24443;28276;28277;31873;31874;31875;31876;39498	4674;5230;5231;5232;5940;10310;10311;17214;17215;17216;17824;17825;20615;23253;23254;23255;28976	4674;5230;5940;10310;17215;17824;20615;23254;28976	278	12
P52815	P52815	5	5	5	"39S ribosomal protein L12, mitochondrial"	MRPL12	"sp|P52815|RM12_HUMAN 39S ribosomal protein L12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL12 PE=1 SV=2"	1	5	5	5	3	0	2	2	3	3	0	3	0	2	2	3	3	0	3	0	2	2	3	3	0	35.4	35.4	35.4	21.348	198	198	0	11.966	By MS/MS		By matching	By matching	By MS/MS	By MS/MS		18.2	0	11.6	11.6	18.2	23.2	0	8208900	703550	0	67711	83521	210110	7144000	0	820890	70355	0	6771.1	8352.1	21011	714400	0	616700	0	987960	1318800	773660	0	0	3	0	0	0	1	3	0	7				812	76;5093;5609;7075;8035	True;True;True;True;True	77;5225;5752;7256;8257	211;212;16397;18047;18048;18049;18050;22819;25548;25549;25550;25551;25552	157;11974;13165;16593;18635;18636;18637	157;11974;13165;16593;18636		
P52888	P52888	3	3	3	Thimet oligopeptidase	THOP1	sp|P52888|THOP1_HUMAN Thimet oligopeptidase OS=Homo sapiens OX=9606 GN=THOP1 PE=1 SV=2	1	3	3	3	1	0	0	0	1	3	0	1	0	0	0	1	3	0	1	0	0	0	1	3	0	5.5	5.5	5.5	78.839	689	689	0	7.1584	By matching				By matching	By MS/MS		1.2	0	0	0	1.2	5.5	0	3282400	129070	0	0	0	38817	3114500	0	82060	3226.7	0	0	0	970.43	77863	0	0	0	0	0	0	471140	0	0	0	0	0	0	3	0	3				813	11044;11085;12046	True;True;True	11335;11378;12362	34738;34859;34860;34861;38022	25384;25476;27862	25384;25476;27862		
P52895	P52895	14	4	4	Aldo-keto reductase family 1 member C2	AKR1C2	sp|P52895|AK1C2_HUMAN Aldo-keto reductase family 1 member C2 OS=Homo sapiens OX=9606 GN=AKR1C2 PE=1 SV=3	1	14	4	4	13	0	5	5	13	10	4	4	0	1	2	4	3	1	4	0	1	2	4	3	1	54.8	20.4	20.4	36.735	323	323	0	28.58	By MS/MS		By matching	By matching	By MS/MS	By MS/MS	By MS/MS	54.8	0	10.5	14.2	52.6	36.5	13.3	79449000	3486300	0	24240	53587	2762400	72955000	168230	3611300	158470	0	1101.8	2435.8	125560	3316100	7646.9	2196200	0	0	1450500	9190500	14146000	0	5	0	0	0	5	5	1	16				814	532;1692;2108;5801;6496;6529;6672;7306;7780;8789;9159;9544;10576;12349	False;False;False;True;False;True;False;True;False;False;False;True;False;False	552;1740;2163;5947;6662;6695;6847;6848;7491;7992;9024;9402;9799;10860;12673	1755;1756;1757;5593;5594;6960;6961;18713;18714;18715;18716;20939;20940;20941;20942;21049;21050;21051;21052;21489;21490;21491;21492;23617;23618;23619;23620;23621;23622;24849;24850;24851;24852;27695;27696;27697;27698;27699;27700;27701;27702;28767;28768;28769;28770;28771;29878;29879;29880;29881;29882;29883;29884;29885;29886;33210;33211;33212;33213;38810;38811;38812;38813;38814;38815;38816;38817	1312;4104;5067;5068;13619;13620;13621;15198;15286;15287;15609;15610;15611;17193;17194;17195;17196;17197;18119;18120;20186;20187;20188;20189;20190;20191;20192;20963;20964;20965;20966;21765;21766;21767;21768;21769;21770;21771;24266;24267;24268;28466;28467;28468;28469;28470;28471;28472	1312;4104;5067;13621;15198;15287;15610;17196;18119;20187;20964;21768;24267;28471	279	16
P52907	P52907	11	11	7	F-actin-capping protein subunit alpha-1	CAPZA1	sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3	1	11	11	7	6	0	5	5	6	9	4	6	0	5	5	6	9	4	3	0	3	3	4	6	3	54.9	54.9	40.9	32.922	286	286	0	99.789	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	30.4	0	29.7	29.7	35	42	20.6	141270000	7990700	0	440390	452110	1938400	129650000	797440	8829200	499420	0	27524	28257	121150	8103000	49840	6644900	0	6362500	7260300	6931400	19766000	5063500	4	0	2	1	5	11	2	25				815	1654;1941;2068;2966;3189;4604;5103;6577;7633;9097;10397	True;True;True;True;True;True;True;True;True;True;True	1701;1994;2123;3044;3273;4719;5235;6743;7843;9339;10677	5470;5471;6457;6458;6851;9730;9731;9732;9733;9734;9735;9736;10414;10415;10416;10417;14855;14856;14857;14858;16424;16425;16426;16427;21197;21198;21199;21200;21201;21202;24362;28577;28578;32652;32653;32654;32655	4003;4004;4715;4716;4717;4979;7077;7078;7079;7080;7581;7582;10877;10878;11998;15396;15397;15398;15399;15400;15401;17771;20828;23830;23831	4003;4715;4979;7080;7581;10877;11998;15397;17771;20828;23830		
P52943	P52943	5	5	5	Cysteine-rich protein 2	CRIP2	sp|P52943|CRIP2_HUMAN Cysteine-rich protein 2 OS=Homo sapiens OX=9606 GN=CRIP2 PE=1 SV=1	1	5	5	5	1	0	0	0	1	5	0	1	0	0	0	1	5	0	1	0	0	0	1	5	0	47.6	47.6	47.6	22.492	208	208	0	15.732	By MS/MS				By matching	By MS/MS		7.7	0	0	0	7.7	47.6	0	16181000	412660	0	0	0	77171	15692000	0	1244700	31743	0	0	0	5936.2	1207000	0	0	0	0	0	0	2373700	0	1	0	0	0	0	8	0	9				816	1026;1959;4054;10533;10534	True;True;True;True;True	1058;2012;4161;10817;10818	3436;3437;3438;6521;13181;33071;33072;33073	2517;2518;4754;9558;9559;24160;24161;24162;24163	2517;4754;9559;24160;24163		
P53004	P53004	5	5	5	Biliverdin reductase A	BLVRA	sp|P53004|BIEA_HUMAN Biliverdin reductase A OS=Homo sapiens OX=9606 GN=BLVRA PE=1 SV=2	1	5	5	5	2	0	0	0	2	4	0	2	0	0	0	2	4	0	2	0	0	0	2	4	0	17.9	17.9	17.9	33.428	296	296	0	9.1713	By MS/MS				By matching	By MS/MS		9.1	0	0	0	9.1	13.2	0	3633800	377440	0	0	0	109520	3146900	0	201880	20969	0	0	0	6084.7	174830	0	352390	0	0	0	488510	0	0	2	0	0	0	0	4	0	6				817	1841;2920;4914;6556;9484	True;True;True;True;True	1892;2998;5034;6722;9739	6123;9601;15852;15853;15854;21134;29722;29723	4466;6984;11589;11590;15345;21654	4466;6984;11589;15345;21654		
P53396	P53396	37	37	37	ATP-citrate synthase	ACLY	sp|P53396|ACLY_HUMAN ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3	1	37	37	37	26	0	8	8	21	31	11	26	0	8	8	21	31	11	26	0	8	8	21	31	11	37.1	37.1	37.1	120.84	1101	1101	0	213.09	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	27	0	8.8	7.4	21.9	30.2	11.2	248680000	24278000	0	495920	470460	3568200	218290000	1576100	3885600	379350	0	7748.7	7350.9	55752	3410800	24627	20149000	0	9778500	7973500	15716000	27828000	12115000	27	0	3	2	8	34	4	78				818	351;589;595;1630;2025;2084;2287;2328;2889;2945;3563;4073;4263;4727;4924;5564;6272;6282;6406;6602;6636;6713;6714;7099;7341;7548;8318;8868;9464;9554;9730;9978;10138;10387;10703;10985;11871	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	362;363;612;618;1675;2080;2139;2346;2387;2967;3023;3658;4180;4372;4844;5045;5706;6433;6443;6570;6768;6802;6889;6890;7281;7526;7756;8545;9105;9717;9718;9809;9992;10245;10408;10666;10988;11275;12183	1105;1106;1107;1942;1943;1967;5374;5375;5376;6736;6737;6738;6739;6740;6741;6908;7567;7568;7569;7570;7571;7694;7695;9497;9498;9499;9669;9670;9671;9672;9673;9674;11595;11596;11597;11598;13234;13235;13236;13237;13792;13793;15242;15871;17922;17923;20215;20216;20217;20243;20244;20245;20598;21273;21274;21275;21276;21368;21369;21370;21371;21372;21612;21613;21614;21615;22904;22905;22906;23708;23709;23710;23711;23712;23713;23714;24122;26360;26361;26362;27960;27961;27962;27963;27964;27965;29682;29683;29684;29919;29920;29921;29922;30481;30482;31276;31746;31747;31748;32601;32602;32603;32604;32605;32606;33609;34540;34541;34542;34543;34544;37457;37458	810;811;1449;1459;3940;4910;4911;4912;4913;4914;5024;5522;5523;5524;5525;5618;6918;6919;7029;7030;7031;7032;7033;7034;8433;8434;9595;9596;9597;10064;10065;11135;11603;13080;14691;14692;14707;14708;14709;14959;15461;15462;15526;15527;15701;15702;15703;16654;16655;17258;17259;17260;17261;17262;17263;17264;17586;19221;19222;20379;20380;20381;20382;21624;21625;21797;22217;22784;23137;23138;23796;23797;24544;25238;25239;25240;25241;27447	811;1449;1459;3940;4910;5024;5522;5618;6919;7030;8434;9596;10065;11135;11603;13080;14691;14707;14959;15461;15526;15701;15703;16655;17260;17586;19221;20381;21624;21797;22217;22784;23138;23797;24544;25239;27447	280;281	666;957
P53582	P53582	2	2	2	Methionine aminopeptidase 1	METAP1	sp|P53582|MAP11_HUMAN Methionine aminopeptidase 1 OS=Homo sapiens OX=9606 GN=METAP1 PE=1 SV=2	1	2	2	2	1	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	8.3	8.3	8.3	43.215	386	386	0	5.7524	By MS/MS				By matching	By MS/MS		5.2	0	0	0	5.2	3.1	0	1458300	181930	0	0	0	62225	1214100	0	56088	6997.1	0	0	0	2393.3	46697	0	0	0	0	0	0	183660	0	1	0	0	0	0	1	0	2				819	9262;10974	True;True	9508;11264	29069;29070;34508	21181;25215	21181;25215		
P53597	P53597	1	1	1	"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial"	SUCLG1	"sp|P53597|SUCA_HUMAN Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG1 PE=1 SV=4"	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2.6	2.6	2.6	36.249	346	346	0.00064433	2.4036						By MS/MS		0	0	0	0	0	2.6	0	1102200	0	0	0	0	0	1102200	0	73480	0	0	0	0	0	73480	0	0	0	0	0	0	166730	0	0	0	0	0	0	1	0	1				820	4777	TRUE	4895	15404	11263	11263		
P53618	P53618	9	9	9	Coatomer subunit beta	COPB1	sp|P53618|COPB_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3	1	9	9	9	5	0	0	0	4	7	0	5	0	0	0	4	7	0	5	0	0	0	4	7	0	14.6	14.6	14.6	107.14	953	953	0	38.663	By MS/MS				By matching	By MS/MS		9	0	0	0	7.6	10.1	0	12167000	1561400	0	0	0	239970	10366000	0	213460	27393	0	0	0	4210	181860	0	1584800	0	0	0	1208900	1351200	0	5	0	0	0	0	7	0	12				821	1337;1752;5424;7278;9536;9634;10562;11541;12533	True;True;True;True;True;True;True;True;True	1373;1800;5564;7463;9791;9893;10846;11845;12859	4421;5802;5803;5804;5805;5806;17420;17421;17422;23525;29865;29866;30188;30189;33157;33158;36371;39390	3273;4242;4243;4244;12729;12730;17128;21754;21997;24228;26642;28912	3273;4242;12729;17128;21754;21997;24228;26642;28912		
P53621	P53621	16	16	16	Coatomer subunit alpha;Xenin;Proxenin	COPA	sp|P53621|COPA_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2	1	16	16	16	7	0	2	1	6	15	2	7	0	2	1	6	15	2	7	0	2	1	6	15	2	14.1	14.1	14.1	138.34	1224	1224	0	41.493	By MS/MS		By matching	By matching	By MS/MS	By MS/MS	By matching	6.9	0	2	1.1	5.6	12.8	1.7	35922000	1696300	0	41495	20727	409810	33678000	75894	472660	22320	0	545.99	272.72	5392.2	443130	998.6	1667100	0	793420	0	1799600	4736000	462440	6	0	0	0	1	17	0	24				822	3482;3605;3811;4956;5180;5900;6528;6559;8236;8409;8527;9151;9881;11550;11886;12151	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	3574;3701;3912;5079;5315;6052;6694;6725;8460;8637;8758;9394;10148;11854;12198;12469	11336;11337;11338;11339;11725;11726;11727;11728;11729;12440;12441;15966;16653;19107;21046;21047;21048;21143;26120;26121;26122;26636;26966;28724;30985;36391;36392;36393;36394;37498;37499;37500;38222;38223;38224	8249;8250;8251;8515;8516;9021;11666;12153;13900;15284;15285;15353;19046;19047;19421;19658;20931;22569;26661;26662;27474;28034;28035;28036	8249;8516;9021;11666;12153;13900;15284;15353;19047;19421;19658;20931;22569;26662;27474;28035		
P53675	P53675	14	2	2	Clathrin heavy chain 2	CLTCL1	sp|P53675|CLH2_HUMAN Clathrin heavy chain 2 OS=Homo sapiens OX=9606 GN=CLTCL1 PE=1 SV=2	1	14	2	2	10	0	2	0	8	11	7	2	0	0	0	1	1	0	2	0	0	0	1	1	0	7.7	1.2	1.2	187.03	1640	1640	0	3.6686	By MS/MS		By matching		By matching	By MS/MS	By matching	6	0	1.6	0	4.9	6.5	4.5	900330	337680	0	0	0	52343	510310	0	8914.2	3343.3	0	0	0	518.24	5052.6	0	337680	0	0	0	0	0	0	1	0	0	0	0	1	0	2				823	504;1233;3028;3891;3892;5296;6016;7781;8477;8779;11926;11927;12326;12332	False;False;True;False;False;False;False;False;True;False;False;False;False;False	519;1267;3106;3993;3994;5435;6172;7993;8708;9014;12241;12242;12650;12656	1645;1646;1647;1648;4095;4096;9908;12690;12691;12692;12693;12694;12695;12696;17016;17017;17018;17019;17020;19470;19471;19472;19473;24853;24854;26830;26831;26832;27669;27670;27671;27672;37681;37682;38733;38734;38735;38746;38747	1225;1226;1227;1228;3031;7208;9192;9193;9194;9195;12433;12434;12435;14152;14153;14154;14155;18121;19564;19565;20167;20168;20169;27602;27603;28413;28414;28422	1226;3031;7208;9192;9193;12434;14152;18121;19564;20168;27602;27603;28413;28422	282	1159
P53701	P53701	2	2	2	Cytochrome c-type heme lyase	HCCS	sp|P53701|CCHL_HUMAN Cytochrome c-type heme lyase OS=Homo sapiens OX=9606 GN=HCCS PE=1 SV=1	1	2	2	2	0	0	0	0	0	2	1	0	0	0	0	0	2	1	0	0	0	0	0	2	1	7.8	7.8	7.8	30.601	268	268	0.00065402	2.5147						By MS/MS	By matching	0	0	0	0	0	7.8	4.1	2284400	0	0	0	0	0	2226500	57896	134380	0	0	0	0	0	130970	3405.6	0	0	0	0	0	336810	0	0	0	0	0	0	2	0	2				824	1234;4756	True;True	1268;4873	4097;15340;15341	3032;11200	3032;11200		
P53985	P53985	2	2	2	Monocarboxylate transporter 1	SLC16A1	sp|P53985|MOT1_HUMAN Monocarboxylate transporter 1 OS=Homo sapiens OX=9606 GN=SLC16A1 PE=1 SV=3	1	2	2	2	2	0	2	1	1	2	1	2	0	2	1	1	2	1	2	0	2	1	1	2	1	6	6	6	53.944	500	500	0	6.4274	By MS/MS		By MS/MS	By matching	By matching	By MS/MS	By matching	6	0	6	3.4	2.6	6	3.4	11027000	1492200	0	168720	36084	84208	9162900	82404	689160	93265	0	10545	2255.2	5263	572680	5150.2	1556200	0	2140400	0	0	1236400	0	2	0	1	0	0	2	0	5				825	2154;5404	True;True	2210;5543	7134;7135;7136;7137;7138;17359;17360;17361;17362;17363	5219;5220;5221;12688;12689	5220;12688		
P53990	P53990	1	1	1	IST1 homolog	IST1	sp|P53990|IST1_HUMAN IST1 homolog OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5.2	5.2	5.2	39.75	364	364	0.0069565	1.4573						By MS/MS		0	0	0	0	0	5.2	0	736660	0	0	0	0	0	736660	0	52619	0	0	0	0	0	52619	0	0	0	0	0	0	111440	0	0	0	0	0	0	1	0	1				826	7711	TRUE	7923	24643	17961	17961		
P53999	P53999	4	4	4	Activated RNA polymerase II transcriptional coactivator p15	SUB1	sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3	1	4	4	4	3	0	3	3	2	4	1	3	0	3	3	2	4	1	3	0	3	3	2	4	1	33.9	33.9	33.9	14.395	127	127	0	28.736	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	26	0	26	26	17.3	33.9	7.1	72787000	3207200	0	403780	384250	386100	68222000	183730	7278700	320720	0	40378	38425	38610	6822200	18373	2728400	0	6967000	5046000	2024200	8186500	0	6	0	1	1	1	4	0	13				827	1517;2546;3657;5681	True;True;True;True	1560;1561;2611;3756;5825	5007;5008;5009;5010;5011;5012;5013;5014;5015;8369;8370;8371;8372;11899;11900;11901;11902;11903;18297	3698;3699;3700;6083;6084;6085;6086;8647;8648;8649;8650;8651;13334	3699;6086;8648;13334	283	63
P54105	P54105	2	2	2	Methylosome subunit pICln	CLNS1A	sp|P54105|ICLN_HUMAN Methylosome subunit pICln OS=Homo sapiens OX=9606 GN=CLNS1A PE=1 SV=1	1	2	2	2	2	0	0	1	0	1	0	2	0	0	1	0	1	0	2	0	0	1	0	1	0	10.5	10.5	10.5	26.215	237	237	0	6.3691	By MS/MS			By matching		By MS/MS		10.5	0	0	5.5	0	5.5	0	2619600	191630	0	0	24562	0	2403400	0	238150	17421	0	0	2232.9	0	218490	0	0	0	0	0	0	363570	0	2	0	0	0	0	1	0	3				828	3722;8526	True;True	3823;8757	12171;12172;12173;26965	8822;8823;19657	8823;19657		
P54136	P54136	17	17	17	"Arginine--tRNA ligase, cytoplasmic"	RARS	"sp|P54136|SYRC_HUMAN Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=RARS PE=1 SV=2"	1	17	17	17	10	0	2	3	5	14	2	10	0	2	3	5	14	2	10	0	2	3	5	14	2	29.8	29.8	29.8	75.378	660	660	0	59.769	By MS/MS		By matching	By matching	By matching	By MS/MS	By matching	19.5	0	3.9	5	9.1	21.8	2.3	62266000	4459200	0	50937	94015	259390	57241000	161840	1518700	108760	0	1242.4	2293	6326.7	1396100	3947.4	4815000	0	1472300	1454600	1244700	7351300	744840	10	0	0	0	0	14	0	24				829	1587;3451;3524;4266;4933;5284;6363;6607;6843;8747;8828;9312;9707;9954;11107;11181;11383	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1632;3543;3616;4375;5055;5422;6526;6773;7022;8982;9065;9559;9968;10221;11400;11476;11684	5228;11244;11483;11484;13802;13803;15901;16991;16992;16993;20488;20489;21301;21302;21303;21304;22022;22023;22024;27584;27852;27853;27854;29215;30408;30409;31215;34925;34926;34927;34928;35193;35828;35829;35830;35831	3844;3845;8184;8341;8342;10073;11627;12415;12416;14886;15482;15483;16014;16015;20106;20294;20295;21290;22160;22742;25520;25727;26232;26233	3844;8184;8342;10073;11627;12415;14886;15482;16014;20106;20295;21290;22160;22742;25520;25727;26232		
P54577	P54577	24	24	24	"Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed"	YARS	"sp|P54577|SYYC_HUMAN Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=YARS PE=1 SV=4"	1	24	24	24	16	0	2	5	9	19	4	16	0	2	5	9	19	4	16	0	2	5	9	19	4	44.9	44.9	44.9	59.143	528	528	0	86.262	By MS/MS		By matching	By matching	By matching	By MS/MS	By matching	34.3	0	4.5	10	18	33.1	9.7	55233000	7695900	0	22804	172580	665220	46348000	327960	1255300	174910	0	518.26	3922.3	15119	1053400	7453.6	7399100	0	322530	2003300	3750700	7006900	1477700	17	0	0	0	0	23	0	40				830	1564;3982;4299;4397;4558;4843;5141;5569;5844;6289;6333;7039;7040;7292;7779;7903;7930;8635;8637;9364;9365;10818;10851;10984	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1609;4085;4408;4511;4673;4963;5273;5711;5993;6450;6496;7220;7221;7477;7991;8121;8149;8868;8870;9614;9615;11107;11140;11274	5142;5143;5144;5145;5146;5147;5148;12958;13894;14244;14721;14722;14723;14724;15662;16546;16547;17934;18882;18883;18884;20266;20267;20404;20405;20406;22692;22693;22694;22695;23571;23572;23573;23574;24844;24845;24846;24847;24848;25181;25182;25183;25281;25282;25283;27257;27259;27260;27261;29367;29368;34005;34006;34007;34085;34534;34535;34536;34537;34538;34539	3797;3798;3799;3800;9401;10147;10420;10779;10780;11448;12077;13086;13742;13743;14724;14725;14823;16502;16503;16504;16505;17162;17163;17164;18116;18117;18118;18355;18429;18430;19859;19861;19862;19863;21404;21405;24829;24899;25236;25237	3797;9401;10147;10420;10779;11448;12077;13086;13742;14724;14823;16504;16505;17163;18117;18355;18429;19859;19861;21404;21405;24829;24899;25237		
P54578	P54578	8	8	8	Ubiquitin carboxyl-terminal hydrolase 14	USP14	sp|P54578|UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3	1	8	8	8	1	1	0	0	1	7	0	1	1	0	0	1	7	0	1	1	0	0	1	7	0	18.4	18.4	18.4	56.068	494	494	0	13.797	By MS/MS	By matching			By matching	By MS/MS		2.6	1.4	0	0	2.6	15.8	0	9505900	133270	56750	0	0	51356	9264500	0	316860	4442.3	1891.7	0	0	1711.9	308820	0	0	0	0	0	0	1401500	0	1	0	0	0	0	8	0	9				831	904;1407;5997;6830;9201;9910;11630;12377	True;True;True;True;True;True;True;True	935;1447;6152;7007;9447;10177;11938;12701	2986;2987;4619;19421;21973;21974;28888;31078;36648;38930	2190;3414;14121;15981;15982;21046;22634;26866;28562	2190;3414;14121;15982;21046;22634;26866;28562		
P54709	P54709	4	4	4	Sodium/potassium-transporting ATPase subunit beta-3	ATP1B3	sp|P54709|AT1B3_HUMAN Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1	1	4	4	4	1	0	0	1	1	4	0	1	0	0	1	1	4	0	1	0	0	1	1	4	0	16.8	16.8	16.8	31.512	279	279	0	7.3123	By MS/MS			By matching	By matching	By MS/MS		3.9	0	0	3.9	3.9	16.8	0	13716000	218220	0	0	25960	83186	13389000	0	979740	15587	0	0	1854.3	5941.9	956360	0	0	0	0	0	0	2025400	0	1	0	0	0	0	4	0	5				832	3007;4795;9328;9684	True;True;True;True	3085;4913;9577;9944	9851;15473;15474;15475;15476;29269;30347	7169;11309;11310;21336;22119	7169;11310;21336;22119		
P54727;P54725	P54727	8;2	8;2	8;2	UV excision repair protein RAD23 homolog B	RAD23B	sp|P54727|RD23B_HUMAN UV excision repair protein RAD23 homolog B OS=Homo sapiens OX=9606 GN=RAD23B PE=1 SV=1	2	8	8	8	5	0	3	3	2	8	3	5	0	3	3	2	8	3	5	0	3	3	2	8	3	21.3	21.3	21.3	43.171	409	409;363	0	42.176	By MS/MS		By matching	By matching	By matching	By MS/MS	By matching	15.4	0	11.2	6.1	3.9	21.3	12	29789000	2032100	0	118740	84439	268200	27041000	243960	1985900	135470	0	7916.2	5629.3	17880	1802700	16264	1835100	0	1634700	1716800	1957700	1926800	2242600	5	0	0	0	0	8	0	13				833	1449;2569;4537;4940;4941;7632;8231;10513	True;True;True;True;True;True;True;True	1490;2634;4652;5063;5064;7842;8455;10797	4735;4736;8466;8467;8468;8469;8470;14652;15919;15920;15921;15922;15923;15924;24361;26103;26104;26105;26106;33010;33011;33012;33013;33014	3499;3500;6153;6154;10724;11638;11639;11640;17770;19035;19036;24115;24116	3499;6154;10724;11638;11640;17770;19036;24116		
P54819	P54819	6	6	6	"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed"	AK2	"sp|P54819|KAD2_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2"	1	6	6	6	3	0	1	2	3	4	2	3	0	1	2	3	4	2	3	0	1	2	3	4	2	31.4	31.4	31.4	26.477	239	239	0	19.233	By MS/MS		By matching	By matching	By MS/MS	By MS/MS	By matching	14.6	0	4.6	7.9	12.6	21.3	9.2	18863000	1434700	0	54300	54988	245140	16964000	109250	1109600	84393	0	3194.1	3234.6	14420	997910	6426.2	1272100	0	0	1223200	1268100	1470300	1159800	3	0	0	0	1	6	0	10				834	786;863;1175;5968;6817;7750	True;True;True;True;True;True	816;894;1208;6122;6993;7962	2590;2591;2592;2838;3937;3938;3939;3940;3941;3942;19317;21933;24759;24760;24761	1918;1919;2094;2913;2914;2915;14041;15941;15942;18049	1918;2094;2913;14041;15941;18049		
