Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Deamidation (NQ) site IDs	Oxidation (M) site IDs	Deamidation (NQ) site positions	Oxidation (M) site positions
REV__sp|Q15398|DLGP5_HUMAN	REV__sp|Q15398|DLGP5_HUMAN	1	1	1	sp|Q15398|DLGP5_HUMAN Disks large-associated protein 5 OS=Homo sapiens OX=9606 GN=DLGAP5 PE=1 SV=2	1	1	1	1	0	0	0	95.114	846	846	0.34229	0.55514	149510	105690	10391	8191.9	4100.3	3459.9	3445.6	4025.5	4389.8	3614.7	0	149510	105690	10391	8191.9	4100.3	3459.9	3445.6	4025.5	4389.8	3614.7	0	2	2	2	2	2	2	1	2	2	2	0	9180700	2		+		560	4111	True	4173	10346;10347	10400;10401	10401				
REV__sp|Q15418|KS6A1_HUMAN	REV__sp|Q15418|KS6A1_HUMAN	1	1	1	sp|Q15418|KS6A1_HUMAN Ribosomal protein S6 kinase alpha-1 OS=Homo sapiens OX=9606 GN=RPS6KA1 PE=1 SV=2	1	1	1	1	0	0	0	82.722	735	735	0.4589	0.24058	7733.3	7505.2	509.06	0	0	0	0	0	0	0	0	7733.3	7505.2	509.06	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1925100	1		+		561	4594	True	4671	11497	11555	11555				
REV__sp|Q15562|TEAD2_HUMAN	REV__sp|Q15562|TEAD2_HUMAN	1	1	1	sp|Q15562|TEAD2_HUMAN Transcriptional enhancer factor TEF-4 OS=Homo sapiens OX=9606 GN=TEAD2 PE=1 SV=2	1	1	1	1	0	0	0	49.242	447	447	0.43455	0.29544	208360	16233	13053	934.93	4870.9	284.91	4641.4	265.05	4471.3	290.34	0	208360	16233	13053	934.93	4870.9	284.91	4641.4	265.05	4471.3	290.34	0	3	3	3	2	3	1	3	1	3	1	0	10955000	3		+		562	2136	True	2170	5537;5538;5539	5571;5572;5573	5571				
REV__sp|Q15648|MED1_HUMAN	REV__sp|Q15648|MED1_HUMAN	1	1	1	sp|Q15648|MED1_HUMAN Mediator of RNA polymerase II transcription subunit 1 OS=Homo sapiens OX=9606 GN=MED1 PE=1 SV=4	1	1	1	1	0	0	0	168.48	1581	1581	0.51486	0.19724	17543	14700	1301	1023.4	212.01	267.64	0	0	247.92	0	0	17543	14700	1301	1023.4	212.01	267.64	0	0	247.92	0	0	1	1	1	1	1	1	0	0	1	0	0	4778200	1		+		563	5190	True	5271	12717	12779	12779				
REV__sp|Q15697|ZN174_HUMAN	REV__sp|Q15697|ZN174_HUMAN	1	1	1	sp|Q15697|ZN174_HUMAN Zinc finger protein 174 OS=Homo sapiens OX=9606 GN=ZNF174 PE=1 SV=1	1	1	1	1	0	0	0	46.454	407	407	0.45019	0.26314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		+		564	3989	True	4049	10045	10099	10099				
REV__sp|Q15750|TAB1_HUMAN	REV__sp|Q15750|TAB1_HUMAN	1	1	1	sp|Q15750|TAB1_HUMAN TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 OS=Homo sapiens OX=9606 GN=TAB1 PE=1 SV=1	1	1	1	1	0	0	0	54.643	504	504	0.52181	0.18842	18909	15842	1784.3	1496.8	599.65	433.04	328.67	351.95	235.87	439.05	0	18909	15842	1784.3	1496.8	599.65	433.04	328.67	351.95	235.87	439.05	0	1	1	1	1	1	1	1	1	1	1	0	2833500	1		+		565	2368	True	2404	6114	6149	6149				
REV__sp|Q15751|HERC1_HUMAN	REV__sp|Q15751|HERC1_HUMAN	1	1	1	sp|Q15751|HERC1_HUMAN Probable E3 ubiquitin-protein ligase HERC1 OS=Homo sapiens OX=9606 GN=HERC1 PE=1 SV=2	1	1	1	1	0	0	0	532.22	4861	4861	0.14595	0.79587	95140	94467	7837.1	7537.6	980.75	913.78	990.97	1849.3	858.57	1729.1	0	95140	94467	7837.1	7537.6	980.75	913.78	990.97	1849.3	858.57	1729.1	0	4	4	4	4	1	1	1	3	1	3	0	21978000	4		+		566	6646	True	6739	16209;16210;16211;16212	16287;16288;16289;16290	16290				
REV__sp|Q15771|RAB30_HUMAN	REV__sp|Q15771|RAB30_HUMAN	1	1	1	sp|Q15771|RAB30_HUMAN Ras-related protein Rab-30 OS=Homo sapiens OX=9606 GN=RAB30 PE=1 SV=2	1	1	1	1	0	0	0	23.058	203	203	0.53499	0.16923	24941	96176	0	2302	765.69	1968.2	654.39	1245.3	724.03	1713.4	0	24941	96176	0	2302	765.69	1968.2	654.39	1245.3	724.03	1713.4	0	1	1	0	1	1	1	1	1	1	1	0	5150700	1		+		567	648	True	652	1682	1688	1688				
REV__sp|Q15772|SPEG_HUMAN;sp|P54707|AT12A_HUMAN	REV__sp|Q15772|SPEG_HUMAN;sp|P54707|AT12A_HUMAN	2;1	2;1	2;1	sp|Q15772|SPEG_HUMAN Striated muscle preferentially expressed protein kinase OS=Homo sapiens OX=9606 GN=SPEG PE=1 SV=4;sp|P54707|AT12A_HUMAN Potassium-transporting ATPase alpha chain 2 OS=Homo sapiens OX=9606 GN=ATP12A PE=1 SV=3	2	2	2	2	0.7	0.7	0.7	354.28	3267	3267;1039	0.0098315	1.5102	123460	233860	9383.9	17683	2495.2	2959.1	1676.1	2923.4	2624.5	2425.4	0	123460	233860	9383.9	17683	2495.2	2959.1	1676.1	2923.4	2624.5	2425.4	0	6	6	3	6	4	4	3	4	3	4	0	23254000	6				568	38;5534	True;True	38;5618	111;112;113;13497;13498;13499	111;112;113;13567;13568;13569	112;13567				
REV__sp|Q15849|UT2_HUMAN	REV__sp|Q15849|UT2_HUMAN	1	1	1	sp|Q15849|UT2_HUMAN Urea transporter 2 OS=Homo sapiens OX=9606 GN=SLC14A2 PE=1 SV=3	1	1	1	1	0	0	0	101.21	920	920	0.5355	0.16923	556.99	432.66	0	0	0	0	0	0	0	0	0	556.99	432.66	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	8362600	1		+		569	6666	True	6759	16257	16335	16335				
REV__sp|Q15878|CAC1E_HUMAN	REV__sp|Q15878|CAC1E_HUMAN	1	1	1	sp|Q15878|CAC1E_HUMAN Voltage-dependent R-type calcium channel subunit alpha-1E OS=Homo sapiens OX=9606 GN=CACNA1E PE=1 SV=3	1	1	1	1	0	0	0	261.73	2313	2313	0.27108	0.66669	2550.8	1265.8	0	0	0	0	0	0	0	0	0	2550.8	1265.8	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3081200	1		+		570	5357	True	5442	13100	13166	13166				
REV__sp|Q15911|ZFHX3_HUMAN	REV__sp|Q15911|ZFHX3_HUMAN	1	1	1	sp|Q15911|ZFHX3_HUMAN Zinc finger homeobox protein 3 OS=Homo sapiens OX=9606 GN=ZFHX3 PE=1 SV=2	1	1	1	1	0	0	0	404.41	3703	3703	0.46229	0.23418	3118.4	4259.2	601.24	0	0	0	0	0	0	0	0	3118.4	4259.2	601.24	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2033700	1		+		571	5089	True	5168	12477	12537	12537				
REV__sp|Q16513|PKN2_HUMAN	REV__sp|Q16513|PKN2_HUMAN	1	1	1	sp|Q16513|PKN2_HUMAN Serine/threonine-protein kinase N2 OS=Homo sapiens OX=9606 GN=PKN2 PE=1 SV=1	1	1	1	1	0	0	0	112.03	984	984	0.47725	0.21684	15630	5639.2	1572.8	329.16	598.09	0	352.32	0	518.5	0	0	15630	5639.2	1572.8	329.16	598.09	0	352.32	0	518.5	0	0	1	1	1	1	1	0	1	0	1	0	0	5671500	1		+		572	930	True	934	2368	2379	2379				
REV__sp|Q16629|SRSF7_HUMAN	REV__sp|Q16629|SRSF7_HUMAN	1	1	1	sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1	1	1	1	1	0	0	0	27.366	238	238	0.60038	-0.11442	11512	21828	656.2	1869.2	0	261.62	317.31	685.53	0	633.6	0	11512	21828	656.2	1869.2	0	261.62	317.31	685.53	0	633.6	0	1	1	1	1	0	1	1	1	0	1	0	3058300	1		+		573	5317	True	5400	13005	13067	13067				
REV__sp|Q16690|DUS5_HUMAN	REV__sp|Q16690|DUS5_HUMAN	1	1	1	sp|Q16690|DUS5_HUMAN Dual specificity protein phosphatase 5 OS=Homo sapiens OX=9606 GN=DUSP5 PE=1 SV=2	1	1	1	1	0	0	0	42.047	384	384	0.40126	0.3596	169450	114150	13300	13878	6557	5965.7	5618.1	5833.3	5746.3	6241.8	0	169450	114150	13300	13878	6557	5965.7	5618.1	5833.3	5746.3	6241.8	0	4	4	4	4	4	4	4	4	4	4	0	17755000	4		+		574	6517	True	6610	15899;15900;15901;15902	15977;15978;15979;15980	15979				
REV__sp|Q16825|PTN21_HUMAN	REV__sp|Q16825|PTN21_HUMAN	1	1	1	sp|Q16825|PTN21_HUMAN Tyrosine-protein phosphatase non-receptor type 21 OS=Homo sapiens OX=9606 GN=PTPN21 PE=1 SV=2	1	1	1	1	0	0	0	133.28	1174	1174	0.53444	0.16923	3235.8	14798	411.03	815.3	0	0	0	403.6	0	348.97	0	3235.8	14798	411.03	815.3	0	0	0	403.6	0	348.97	0	1	1	1	1	0	0	0	1	0	1	0	1643300	1		+		575	5469	True	5553	13340	13410	13410				
REV__sp|Q16842|SIA4B_HUMAN	REV__sp|Q16842|SIA4B_HUMAN	1	1	1	sp|Q16842|SIA4B_HUMAN CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2 OS=Homo sapiens OX=9606 GN=ST3GAL2 PE=2 SV=1	1	1	1	1	0	0	0	40.172	350	350	0.57649	0.007366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		+		576	5521	True	5605	13463	13533	13533				
REV__sp|Q17RN3|FA98C_HUMAN	REV__sp|Q17RN3|FA98C_HUMAN	1	1	1	sp|Q17RN3|FA98C_HUMAN Protein FAM98C OS=Homo sapiens OX=9606 GN=FAM98C PE=2 SV=1	1	1	1	1	0	0	0	37.329	349	349	0.55245	0.16664	64599	44890	5434.2	4280.7	1886.9	1145	1735.5	2376.7	1075.4	1500.8	0	64599	44890	5434.2	4280.7	1886.9	1145	1735.5	2376.7	1075.4	1500.8	0	1	1	1	1	1	1	1	1	1	1	0	2140000	1		+		577	3870	True	3929	9759	9808	9808				
REV__sp|Q1ZZU3|SWI5_HUMAN	REV__sp|Q1ZZU3|SWI5_HUMAN	1	1	1	sp|Q1ZZU3|SWI5_HUMAN DNA repair protein SWI5 homolog OS=Homo sapiens OX=9606 GN=SWI5 PE=1 SV=1	1	1	1	1	0	0	0	26.738	235	235	0.59953	-0.11442	47626	107760	3809.4	7541.3	1587.1	5131.9	1115.7	5404.6	2180.7	6388.2	276.14	47626	107760	3809.4	7541.3	1587.1	5131.9	1115.7	5404.6	2180.7	6388.2	276.14	1	1	1	1	1	1	1	1	1	1	1	6440500	1		+		578	5367	True	5452	13118	13188	13188				
REV__sp|Q2KHR2|RFX7_HUMAN	REV__sp|Q2KHR2|RFX7_HUMAN	1	1	1	sp|Q2KHR2|RFX7_HUMAN DNA-binding protein RFX7 OS=Homo sapiens OX=9606 GN=RFX7 PE=1 SV=1	1	1	1	1	0	0	0	146.89	1363	1363	0.34796	0.5422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		+		579	5785	True	5869	14120	14190	14190				
REV__sp|Q2KJY2|KI26B_HUMAN	REV__sp|Q2KJY2|KI26B_HUMAN	1	1	1	sp|Q2KJY2|KI26B_HUMAN Kinesin-like protein KIF26B OS=Homo sapiens OX=9606 GN=KIF26B PE=1 SV=1	1	1	1	1	0	0	0	223.88	2108	2108	0.16667	0.7689	803060	460040	64657	33722	18906	17154	17590	17757	19815	15178	436.73	803060	460040	64657	33722	18906	17154	17590	17757	19815	15178	436.73	4	4	4	4	4	4	4	4	4	4	1	29122000	4		+		580	3577	True	3631	9073;9074;9075;9076	9119;9120;9121;9122	9121				
REV__sp|Q2LD37|K1109_HUMAN	REV__sp|Q2LD37|K1109_HUMAN	1	1	1	sp|Q2LD37|K1109_HUMAN Transmembrane protein KIAA1109 OS=Homo sapiens OX=9606 GN=KIAA1109 PE=1 SV=2	1	1	1	1	0	0	0	555.48	5005	5005	0.32708	0.59224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		+		581	5048	True	5126	12381;12382	12441;12442	12441				
REV__sp|Q2M243|CCD27_HUMAN	REV__sp|Q2M243|CCD27_HUMAN	1	1	1	sp|Q2M243|CCD27_HUMAN Coiled-coil domain-containing protein 27 OS=Homo sapiens OX=9606 GN=CCDC27 PE=1 SV=2	1	1	1	1	0	0	0	75.354	656	656	0.49146	0.20146	15666	14905	1677.9	1006	323.13	0	327.81	522.05	399.09	396.96	0	15666	14905	1677.9	1006	323.13	0	327.81	522.05	399.09	396.96	0	1	1	1	1	1	0	1	1	1	1	0	1501300	1		+		582	3671	True	3727	9293	9339	9339				
REV__sp|Q2M2Z5|KIZ_HUMAN	REV__sp|Q2M2Z5|KIZ_HUMAN	1	1	1	sp|Q2M2Z5|KIZ_HUMAN Centrosomal protein kizuna OS=Homo sapiens OX=9606 GN=KIZ PE=1 SV=2	1	1	1	1	0	0	0	75.11	673	673	0.25485	0.67793	16551	6140.2	1705.2	505.17	422.35	0	0	0	288.92	336.36	0	16551	6140.2	1705.2	505.17	422.35	0	0	0	288.92	336.36	0	2	2	2	1	1	0	0	0	1	1	0	4376000	2		+		583	3447	True	3500	8761;8762	8807;8808	8807				
REV__sp|Q2M3C6|TM266_HUMAN	REV__sp|Q2M3C6|TM266_HUMAN	1	1	1	sp|Q2M3C6|TM266_HUMAN Transmembrane protein 266 OS=Homo sapiens OX=9606 GN=TMEM266 PE=1 SV=2	1	1	1	1	0	0	0	58.443	531	531	0.071429	0.89689	11091	27969	770.87	1677.2	534.85	1692.4	276.18	1228.8	415.09	1336.5	0	11091	27969	770.87	1677.2	534.85	1692.4	276.18	1228.8	415.09	1336.5	0	1	1	1	1	1	1	1	1	1	1	0	2565000	1		+		584	4019	True	4079	10119	10173	10173				
REV__sp|Q2TAC6|KIF19_HUMAN	REV__sp|Q2TAC6|KIF19_HUMAN	1	1	1	sp|Q2TAC6|KIF19_HUMAN Kinesin-like protein KIF19 OS=Homo sapiens OX=9606 GN=KIF19 PE=2 SV=2	1	1	1	1	0	0	0	111.33	998	998	0.15145	0.78993	51694	26988	3871.5	1432.6	1492.6	1874.8	2144.8	2283	1777.1	1531.5	0	51694	26988	3871.5	1432.6	1492.6	1874.8	2144.8	2283	1777.1	1531.5	0	1	1	1	1	1	1	1	1	1	1	0	12021000	1		+		585	6064	True	6150	14820	14895	14895				
REV__sp|Q2TB18|ASTE1_HUMAN	REV__sp|Q2TB18|ASTE1_HUMAN	1	1	1	sp|Q2TB18|ASTE1_HUMAN Protein asteroid homolog 1 OS=Homo sapiens OX=9606 GN=ASTE1 PE=1 SV=1	1	1	1	1	0	0	0	77.092	679	679	0.48876	0.20254	46823	56885	1935.8	2523.6	517.26	242.31	239.56	559.13	1124.4	354.41	0	46823	56885	1935.8	2523.6	517.26	242.31	239.56	559.13	1124.4	354.41	0	3	3	3	3	2	1	1	2	3	1	0	7568700	3		+		586	4491	True	4565	11293;11294;11295	11351;11352;11353	11351				
REV__sp|Q2TBC4|PRIC4_HUMAN	REV__sp|Q2TBC4|PRIC4_HUMAN	1	1	1	sp|Q2TBC4|PRIC4_HUMAN Prickle-like protein 4 OS=Homo sapiens OX=9606 GN=PRICKLE4 PE=2 SV=2	1	1	1	1	0	0	0	37.551	344	344	0.50554	0.19869	36896	21451	2687.8	1535.5	819.1	490.36	992.67	976	1007.9	708.07	0	36896	21451	2687.8	1535.5	819.1	490.36	992.67	976	1007.9	708.07	0	1	1	1	1	1	1	1	1	1	1	0	2658700	1		+		587	888	True	892	2296	2307	2307				
REV__sp|Q2TBE0|C19L2_HUMAN	REV__sp|Q2TBE0|C19L2_HUMAN	1	1	1	sp|Q2TBE0|C19L2_HUMAN CWF19-like protein 2 OS=Homo sapiens OX=9606 GN=CWF19L2 PE=1 SV=4	1	1	1	1	0	0	0	103.79	894	894	0.37316	0.43731	15992	10309	1418.3	1006.4	293.04	430.97	0	363.48	389.35	526.11	0	15992	10309	1418.3	1006.4	293.04	430.97	0	363.48	389.35	526.11	0	1	1	1	1	1	1	0	1	1	1	0	2249900	1		+		588	1257	True	1267	3254	3267	3267				
REV__sp|Q32P44|EMAL3_HUMAN	REV__sp|Q32P44|EMAL3_HUMAN	1	1	1	sp|Q32P44|EMAL3_HUMAN Echinoderm microtubule-associated protein-like 3 OS=Homo sapiens OX=9606 GN=EML3 PE=1 SV=1	1	1	1	1	0	0	0	95.196	896	896	0.48243	0.21684	5264.4	6572.4	362.37	444.26	0	218.71	256.76	268.09	0	0	0	5264.4	6572.4	362.37	444.26	0	218.71	256.76	268.09	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1898400	1		+		589	4034	True	4095	10157	10211	10211				
REV__sp|Q3KR16|PKHG6_HUMAN	REV__sp|Q3KR16|PKHG6_HUMAN	1	1	1	sp|Q3KR16|PKHG6_HUMAN Pleckstrin homology domain-containing family G member 6 OS=Homo sapiens OX=9606 GN=PLEKHG6 PE=1 SV=3	1	1	1	1	0	0	0	88.959	790	790	0.5945	-0.11442	90172	92991	6021.8	6315.3	1147	942.16	960.88	1064.8	1327	581.32	0	90172	92991	6021.8	6315.3	1147	942.16	960.88	1064.8	1327	581.32	0	2	2	2	2	2	2	2	2	2	1	0	10187000	2		+		590	2676	True	2716	6868;6869	6905;6906	6905				
REV__sp|Q3KRA6|CB076_HUMAN	REV__sp|Q3KRA6|CB076_HUMAN	1	1	1	sp|Q3KRA6|CB076_HUMAN UPF0538 protein C2orf76 OS=Homo sapiens OX=9606 GN=C2orf76 PE=1 SV=3	1	1	1	1	0	0	0	14.609	126	126	0.57488	0.0074892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		+		591	4830	True	4906	11951	12009	12009				
REV__sp|Q3ZCV2|LEXM_HUMAN	REV__sp|Q3ZCV2|LEXM_HUMAN	1	1	1	sp|Q3ZCV2|LEXM_HUMAN Lymphocyte expansion molecule OS=Homo sapiens OX=9606 GN=LEXM PE=2 SV=4	1	1	1	1	0	0	0	47.583	418	418	0.5695	0.092144	14496	40006	1173.3	2098.4	0	0	0	0	0	0	0	14496	40006	1173.3	2098.4	0	0	0	0	0	0	0	3	3	2	3	0	0	0	0	0	0	0	8094200	3		+		592	4652	True	4729	11594;11595;11596	11652;11653;11654	11652				
REV__sp|Q495X7|TRI60_HUMAN	REV__sp|Q495X7|TRI60_HUMAN	1	1	1	sp|Q495X7|TRI60_HUMAN Tripartite motif-containing protein 60 OS=Homo sapiens OX=9606 GN=TRIM60 PE=1 SV=2	1	1	1	1	0	0	0	55.113	471	471	0.27264	0.66669	53814	65460	3983.4	4685.3	922.82	1282.3	919.58	1495.2	1156.3	1718.3	0	53814	65460	3983.4	4685.3	922.82	1282.3	919.58	1495.2	1156.3	1718.3	0	2	2	2	2	2	2	1	2	1	2	0	4725000	2		+		593	4696	True	4772	11686;11687	11744;11745	11744				
REV__sp|Q496J9|SV2C_HUMAN	REV__sp|Q496J9|SV2C_HUMAN	1	1	1	sp|Q496J9|SV2C_HUMAN Synaptic vesicle glycoprotein 2C OS=Homo sapiens OX=9606 GN=SV2C PE=1 SV=1	1	1	1	1	0	0	0	82.341	727	727	0.45983	0.24029	5058.4	3849.2	244.66	216.73	0	0	0	0	0	0	0	5058.4	3849.2	244.66	216.73	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	2076600	1		+		594	5795	True	5879	14138	14208	14208				
REV__sp|Q4G0T1|SRCRM_HUMAN	REV__sp|Q4G0T1|SRCRM_HUMAN	1	1	1	sp|Q4G0T1|SRCRM_HUMAN Scavenger receptor cysteine-rich domain-containing protein SCART1 OS=Homo sapiens OX=9606 PE=1 SV=2	1	1	1	1	0	0	0	108.61	1027	1027	0.48183	0.21684	10519	9946	521.03	569.25	366.32	328.86	0	250.7	440.35	437.26	0	10519	9946	521.03	569.25	366.32	328.86	0	250.7	440.35	437.26	0	1	1	1	1	1	1	0	1	1	1	0	2086400	1		+		595	6329	True	6419	15474	15551	15551				
REV__sp|Q4G176|ACSF3_HUMAN	REV__sp|Q4G176|ACSF3_HUMAN	1	1	1	sp|Q4G176|ACSF3_HUMAN Malonate--CoA ligase ACSF3, mitochondrial OS=Homo sapiens OX=9606 GN=ACSF3 PE=1 SV=3	1	1	1	1	0	0	0	64.129	576	576	0.47907	0.21684	1589.1	3042.8	0	317.97	0	0	0	0	0	350.49	0	1589.1	3042.8	0	317.97	0	0	0	0	0	350.49	0	1	1	0	1	0	0	0	0	0	1	0	1613400	1		+		596	6488	True	6581	15851	15929	15929				
REV__sp|Q4KMG0|CDON_HUMAN	REV__sp|Q4KMG0|CDON_HUMAN	1	1	1	sp|Q4KMG0|CDON_HUMAN Cell adhesion molecule-related/down-regulated by oncogenes OS=Homo sapiens OX=9606 GN=CDON PE=1 SV=2	1	1	1	1	0	0	0	139.15	1287	1287	0.42895	0.30112	24390	12152	1823.2	948.7	469.36	373.62	655.26	355.71	592.23	317.23	0	24390	12152	1823.2	948.7	469.36	373.62	655.26	355.71	592.23	317.23	0	1	1	1	1	1	1	1	1	1	1	0	2193600	1		+		597	5950	True	6034	14513	14588	14588				
REV__sp|Q4U2R8|S22A6_HUMAN	REV__sp|Q4U2R8|S22A6_HUMAN	1	1	1	sp|Q4U2R8|S22A6_HUMAN Solute carrier family 22 member 6 OS=Homo sapiens OX=9606 GN=SLC22A6 PE=1 SV=1	1	1	1	1	0	0	0	61.816	563	563	0.40112	0.36007	24806	17654	1459.7	993.32	582.88	0	460.2	880.77	602.48	542.13	0	24806	17654	1459.7	993.32	582.88	0	460.2	880.77	602.48	542.13	0	1	1	1	1	1	0	1	1	1	1	0	10748000	1		+		598	2639	True	2679	6784	6821	6821				
REV__sp|Q5VUR7|A20A3_HUMAN;REV__sp|Q5TYW2|A20A1_HUMAN;REV__sp|Q5SQ80|A20A2_HUMAN;REV__sp|Q4UJ75|A20A4_HUMAN	REV__sp|Q5VUR7|A20A3_HUMAN;REV__sp|Q5TYW2|A20A1_HUMAN;REV__sp|Q5SQ80|A20A2_HUMAN;REV__sp|Q4UJ75|A20A4_HUMAN	1;1;1;1	1;1;1;1	1;1;1;1	sp|Q5VUR7|A20A3_HUMAN Putative ankyrin repeat domain-containing protein 20A3 OS=Homo sapiens OX=9606 GN=ANKRD20A3P PE=5 SV=1;sp|Q5TYW2|A20A1_HUMAN Ankyrin repeat domain-containing protein 20A1 OS=Homo sapiens OX=9606 GN=ANKRD20A1 PE=2 SV=1;sp|Q5SQ80|A20A2_	4	1	1	1	0	0	0	94.107	823	823;823;823;823	0.54847	0.16664	44779	71376	3015.9	4710.3	830.72	2769.8	726.86	2629.1	936.52	2219.9	0	44779	71376	3015.9	4710.3	830.72	2769.8	726.86	2629.1	936.52	2219.9	0	1	1	1	1	1	1	1	1	1	1	0	2710500	1		+		599	2929	True	2973	7502	7540	7540				
REV__sp|Q4V348|Z658B_HUMAN;REV__sp|Q5TYW1|ZN658_HUMAN	REV__sp|Q4V348|Z658B_HUMAN;REV__sp|Q5TYW1|ZN658_HUMAN	1;1	1;1	1;1	sp|Q4V348|Z658B_HUMAN Zinc finger protein 658B OS=Homo sapiens OX=9606 GN=ZNF658B PE=2 SV=1;sp|Q5TYW1|ZN658_HUMAN Zinc finger protein 658 OS=Homo sapiens OX=9606 GN=ZNF658 PE=1 SV=2	2	1	1	1	0	0	0	94.33	819	819;1059	0.21768	0.69672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		+		600	4991	True	5068	12283	12343	12343				
REV__sp|Q4VX76|SYTL3_HUMAN	REV__sp|Q4VX76|SYTL3_HUMAN	1	1	1	sp|Q4VX76|SYTL3_HUMAN Synaptotagmin-like protein 3 OS=Homo sapiens OX=9606 GN=SYTL3 PE=1 SV=3	1	1	1	1	0	0	0	68.559	610	610	0.31085	0.62289	31362	3406.6	3239.8	0	826.34	0	693.31	0	674.66	0	0	31362	3406.6	3239.8	0	826.34	0	693.31	0	674.66	0	0	1	1	1	0	1	0	1	0	1	0	0	2470900	1		+		601	891	True	895	2299	2310	2310				
REV__sp|Q4ZHG4|FNDC1_HUMAN	REV__sp|Q4ZHG4|FNDC1_HUMAN	1	1	1	sp|Q4ZHG4|FNDC1_HUMAN Fibronectin type III domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FNDC1 PE=2 SV=4	1	1	1	1	0	0	0	205.56	1894	1894	0.41844	0.3325	744780	583680	50928	41075	18372	20002	18136	19697	18573	20403	291.58	744780	583680	50928	41075	18372	20002	18136	19697	18573	20403	291.58	9	9	9	9	8	7	8	8	8	8	1	33003000	9		+		602	5876	True	5960	14330;14331;14332;14333;14334;14335;14336;14337;14338	14400;14401;14402;14403;14404;14405;14406;14407;14408	14407				
REV__sp|Q502W6|VWA3B_HUMAN	REV__sp|Q502W6|VWA3B_HUMAN	2	2	2	sp|Q502W6|VWA3B_HUMAN von Willebrand factor A domain-containing protein 3B OS=Homo sapiens OX=9606 GN=VWA3B PE=1 SV=3	1	2	2	2	0	0	0	145.75	1294	1294	0.090604	0.84434	29240	23428	2288.6	2331.6	334.45	498.92	431.97	276.44	0	0	0	29240	23428	2288.6	2331.6	334.45	498.92	431.97	276.44	0	0	0	2	2	2	2	1	2	1	1	0	0	0	2948800	2		+		603	1828;4630	True;True	1855;4707	4767;11550	4796;11608	4796;11608				
REV__sp|Q504Q3|PAN2_HUMAN	REV__sp|Q504Q3|PAN2_HUMAN	1	1	1	sp|Q504Q3|PAN2_HUMAN PAN2-PAN3 deadenylation complex catalytic subunit PAN2 OS=Homo sapiens OX=9606 GN=PAN2 PE=1 SV=3	1	1	1	1	0	0	0	135.37	1202	1202	0.56942	0.12444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		+		604	4494	True	4568	11301	11359	11359				
